,cast,crew,id
166,"Jason James Richter,Michael Madsen,Jayne Atkinson,August Schellenberg,Mary Kate Schellhardt,Francis Capra,Mykelti Williamson,Elizabeth Pe챰a,Jon Tenney,M. Emmet Walsh","Karen Janszen,Corey Blechman,John Mattson,Jennie Lew Tugend,Lauren Shuler Donner,Basil Poledouris,L찼szl처 Kov찼cs,Robert Brown,Dallas Puett,Dwight H. Little",9073
167,"Jonny Lee Miller,Angelina Jolie,Jesse Bradford,Matthew Lillard,Renoly Santiago,Fisher Stevens,Alberta Watson,Laurence Mason,Lorraine Bracco,Wendell Pierce,Michael Gaston,Marc Anthony,Penn Jillette,Peter Y. Kim,Darren Lee,Liza Walker,Bob Sessions,Ethan Browne,Blake Willett,Max Ligosh,Jeff Harding,Felicity Huffman,Paul Klementowicz,Denise George,William DeMeo","Dianne Crittenden,Iain Softley,Iain Softley,Ralph Winter,Andrzej Sekula,Simon Boswell,Martin Walsh,Selwyn Roberts,Selwyn Roberts,Glenn Freemantle,John Hayward,Chris Blunden,Joanne Woollard,John Beard,John Frankish,Rafael Moreu,Bob Last,Michael Peyser,Janet Graham,Alyssa Winter,Roger Burton,Paul Rabjohns,Peter Baldock,Guy Pratt,Diana Dill,Peter Lindsay,Victor J. Hernandez,Mark Tillie,Jacob Peratrovich",10428
168,"Steven Weber,Patrick Stewart,Michael T. Weiss,Sigourney Weaver,Christine Baranski,Bryan Batt,Victor Garber,Nathan Lane,Peter Maloney,Debra Monk,Olympia Dukakis,J. Smith-Cameron,Ethan Phillips,Kathy Najimy,Camryn Manheim,Alice Drummond","Kevin McCollum,Stephen Endelman,Paul Rudnick,Cara Silverman,Victoria Maxwell,Christopher Ashley,Mark Balsam,Andrew Baseman,Mitchell Maxwell,Jeffery J. Tufano,P. Michael Johnston",17447
169,"Keanu Reeves,Dina Meyer,Takeshi Kitano,Ice-T,Dolph Lundgren,Denis Akiyama,Henry Rollins,Barbara Sukowa,Udo Kier,Tracy Tweed,Falconer Abraham,Don Francks,Diego Chambers,Sherry Miller,Arthur Eng,Von Flores,Victoria Tengelis,Warren Sulatycky,Celina Wu,Gene Mack,Jamie Elman,Simon Sinn,Caitlin Carmody,Erin Carmody,Marlow Vella,Howard Szafer,Paul Brogren,Arthi Sambasivan,Michael A. Miranda,Coyote Shivers,Lynne Adams,Michael Shearer,Susan Tsagkaris,Christopher Comrie,Robin Crosby,Glenn Bang,Natalie Gray","Ronald Sanders,Brad Fiedel,Don Carmody,Robert Lantos,Staffan Ahrenberg,Fran챌ois Protat,Robert Longo,Victoria Hamburg,William Gibson",9886
170,"Sylvester Stallone,Diane Lane,Armand Assante,Rob Schneider,J체rgen Prochnow,Max von Sydow,Christopher Adamson,Joanna Miles,Joan Chen,Balthazar Getty,Maurice Roeves,Ian Dury,Ewen Bremner,Peter Marinker,Martin McDougall,Mitchell Ryan,Scott Wilson","Danny Cannon,John Wagner,Carlos Ezquerra,William Wisher Jr.,Steven E. de Souza,Charles Lippincott,Beau Marks,Edward R. Pressman,Andrew G. Vajna,Alan Silvestri,Adrian Biddle,Harry Keramidas,Alex Mackie,Chris Cunningham,Michael De Luca,William Wisher Jr.,Tony Munafo,Susan Nicoletti,Jackie Burch,Nigel Phelps",9482
171,"Pauly Shore,Tia Carrere,Stanley Tucci,Brian Doyle-Murray,Abe Vigoda,Charles Napier,Richard Edson,Richard Riehle,Alex Datcher,Richard T. Jones,Sharon Barr,Jack McGee,Nick Bakay,Ernie Lee Banks,Shelley Winters,Siobhan Fallon,Sean Whalen,Billie Bird,Rick Ducommun,Andrew Dice Clay,Mark L. Taylor","Yoram Ben-Ami,Steven L. Bernstein,John Fortenberry,Neil Tolkin,Barbara Williams,Samantha Adams",19326
172,"Leo Fitzpatrick,Rosario Dawson,Chlo챘 Sevigny,Justin Pierce,Sajan Bhagat,Billy Valdes,Billy Waldeman,Javier Nunez,Luis N첬챰ez,Christian Bruna,Alex Glen,Joseph Chan,Johnathan Staci Kim,Adriane Brown,Sarah Henderson,Jon Abrahams","Michael Chambers,Patrick Panzarella,Gus Van Sant,Cary Woods,Lou Barlow,Eric Alan Edwards,Christopher Tellefsen,Harmony Korine,Larry Clark,John Davis",9344
173,"Steve Buscemi,Catherine Keener,Dermot Mulroney,James Le Gros,Peter Dinklage,Danielle von Zerneck,Rica Martens,Kevin Corrigan,Robert Wightman","Tom DiCillo,Hilary Gilford,Jim Farmer,Frank Prinzi,Dana Congdon,Tom DiCillo",9071
174,"Scott Bakula,Famke Janssen,Joel Swetow,Daniel von Bargen,Barry Del Sherman,Joseph Latimore,Sheila Tousey,Vincent Schiavelli,Ashley Tesoro,J. Trevor Edmond,Wayne Grace,Jordan Marder,Susan Traylor,Joanna Sanchez,McNally Sagal,Danny Woodburn","Clive Barker,Clive Barker,Simon Boswell,Ronn Schmidt,Alan Baumgarten,Steve Hardie,Clive Barker,JoAnne Sellar,Sharon Howard-Field,Luke Reichle,Clive Barker",8973
175,"Thomas Gibson,Ruth Marshall,Cameron Bancroft,Mia Kirshner,Joanne Vannicola,Matthew Ferguson,Rick Roberts,Aidan Devine,Robert Higden,Sylvain Morin,Ben Watt,Karen Young,Serge Houde","Denys Arcand,Brad Fraser",15730
176,"Drew Barrymore,Matthew Lillard,Richard Chaim,Robert Nadir,Joan Allen,Jude Ciccolella,Amy Sakasitz,T.J. Lowther,Kevin Dunn,Sharon Collar,Selene H. Vigil,Valerie M. Agnew,Roisin Dunne,Elizabeth F. Davis,Todd Sible,Leslie Do Qui,Patrick Ryals,Angela Hall,Hunt Holman,Sandra Singler,Allen Galli,Gregg Gilmore,Liev Schreiber,Angelina Torres,Stefan Enriquez,Yvonne C. Orona,Pedro Garc챠a,Elaine Miles","Marcus Viscidi,John Landgraf,Antonia Bird,David Manson,Paula Milne",47608
177,"Jason Lee,Jeremy London,Shannen Doherty,Claire Forlani,Ben Affleck,Joey Lauren Adams,Michael Rooker,Jason Mewes,Kevin Smith,Priscilla Barnes,Ren챕e Humphrey,Ethan Suplee,Stan Lee,Sven-Ole Thorsen,Scott Mosier,Walt Flanagan,Bryan Johnson","Scott Mosier,Sean Daniel,James Jacks,Ira Newborn,David Klein,Paul Dixon,Dina Lipton,Kevin Smith,Caldecot Chubb,Kevin Smith",2293
178,"Amy Jo Johnson,Jason David Frank,David Yost,Johnny Yong Bosch,Steve Cardenas,Karan Ashley,Paul Schrier,Jason Narvy,Paul Freeman,Gabrielle Fitzpatrick,Jamie Croft,Peter Mochrie","Suzanne Todd,Graeme Revell,Wayne Wahrman,Joseph A. Porro,Craig Stearns,David Coatsworth,Shuki Levy,John Kamps,Arne Olsen,Haim Saban,Paul Murphy,Bryan Spicer,Colin Gibson,Tim Ferrier,Warren Beaton",9070
179,"Elizabeth Perkins,Gwyneth Paltrow,Kathleen Turner,Whoopi Goldberg,Jon Bon Jovi,Shadia Simmons,Erica Luttrell","David Anspaugh,Ellen Simon,Ellen Simon",68274
180,"Marina Zudina,Fay Ripley,Evan Richards,Igor Volkov,Sergei Karlenkov,Alec Guinness,Aleksandr Pyatkov,Nikolai Pastukhov,Aleksandr Bureyev,Yuriy Sherstnyov,Denis Karasyov,Olga Tolstetskaya,Oleg Yankovskiy","Anthony Waller,Anthony Waller,Wilbert Hirsch,Egon Werdin,Barbara Becker,Svetlana Luzanova",48787
181,"Elina L철wensohn,Peter Fonda,David Lynch,Suzy Amis,Jared Harris,Martin Donovan","David Lynch,Amy Hobby,Mary Sweeney,David Leonard,Kurt Ossenfort,Simon Fisher-Turner,Prudence Moriarty,Andrew Fierberg,Michael Almereyda,Michael Almereyda,Jim Denault,Kerry Barden,Billy Hopkins,Suzanne Smith,Dina Waxman",34574
182,"Sandra Bullock,Jeremy Northam,Dennis Miller,Wendy Gazelle,Ken Howard,Diane Baker,Ray McKinnon,Daniel Schorr,L. Scott Caldwell,Robert Gossett,Kristina Krofft,Tony Perez,Gene Kirkwood,Christopher Darga,Charles Winkler,Julia Pearlstein,Rick Snyder,Gerald Berns,Tannis Benedict,Vaughn Armstrong,Wren T. Brown,Lynn Blades,Israel Juarbe,Julia Vera,Lewis Dix Jr.,Lili Flanders,Adam Winkler,Brian E. Frankish,Wanda-Lee Evans,David Winkler,Andrew Amador,Juan Garc챠a","Mark Isham,John D. Brancato,Michael Ferris,Irwin Winkler,Irwin Winkler,Rob Cowan",1642
183,"Hugh Grant,Julianne Moore,Tom Arnold,Joan Cusack,Jeff Goldblum,Robin Williams,Mia Cottet,Joey Simmrin,Ashley Johnson,Alexa PenaVega,Aislin Roche,Priscilla Alden,Edward Ivory,James Brady,Charles Martinet,Emily Yancy,Kristin Davis,Betsy Monroe,Zelda Williams,Anna Barnathan,Cheryl Lee Thorup,Violet Columbus,Irene Columbus","Stephen E. Rivkin,Angelo P. Graham,Hans Zimmer,Donald McAlpine,Raja Gosnell,Janet Hirshenson,Jane Jenkins,Tom Johnson,Michael Silvers,Chris Columbus,Chris Columbus,Chris Columbus,Mark Radcliffe,Garrett Lewis,Jay Hurley,Paula DuPr챕 Pesmen,Joan Bradshaw,Joan Bradshaw,W. Steven Graham,Phil Bray,Michael Barnathan,Christopher Lambert,Kevin D. Ross,Randy Thom,Glenn R. Wilder,Anne Fran챌ois,Steve Mathis,John McLeod,Lora Hirschberg,Adam Milo Smalley,David Luckenbach,Ethan Van der Ryn,Robert Shoup,Carol DePasquale,Sara Bolder,Clare C. Freeman,Mary Duann,Nelson Stoll,Alexandra Fitzpatrick,Jacqueline A. Shea,Rolf Johnson",11472
184,"Parker Posey,Liev Schreiber,Anthony DeSando,Guillermo D챠az,Donna Mitchell,Sasha von Scherler,Richard Topol,Simon Verhoeven","Daisy von Scherler Mayer,Harry Birckmayer,Harry Birckmayer,Daisy von Scherler Mayer,Daisy von Scherler Mayer,Sheila Gaffney,Harry Birckmayer,Georgia Kacandes,Stephanie Koules,Anton Sanko,Michael Slovis,Cara Silverman,Caroline Sinclair,Kevin Thompson,Jennifer Baime,Michael Clancy",36196
185,"Christopher Walken,Elias Koteas,Virginia Madsen,Eric Stoltz,Adam Goldberg,Viggo Mortensen,Amanda Plummer,Shawn Nelson,Emily Conforto","Sonny Baskin,Don Phillips,Joel Soisson,Gregory Widen,Gregory Widen,W.K. Border,David C. Williams,Richard Clabaugh",11980
186,"Mia Farrow,Tony Goldwyn,Scott Glenn,Mary-Louise Parker","Amy Kaufman,Norman Ren챕,Craig Lucas,Stephen Endelman,Frederick Elmes,Michael Berenbaum,Kerry Barden,Billy Hopkins,Suzanne Smith,Andrew Jackness,Philip Messina,Daniel Boxer,Walker Hicklin,Patricia Regan,Heather S. Jenkins,Wendy Lee Roberts,Ray Fisher",58372
187,"Julianne Moore,Xander Berkeley,Dean Norris,Peter Friedman,Kate McGregor-Stewart,James Le Gros,Jessica Harper,Beth Grant,Julie Burgess,Ronnie Farer,Jodie Markell,Susan Norman,Brandon Cruz","Todd Haynes,Todd Haynes,Ed Tomney,Christine Vachon,Lauren Zalaznick,Alex Nepomniaschy,James Lyons,Jakki Fink,David J. Bomba",32646
188,"Demi Moore,Gary Oldman,Robert Duvall,Robert Prosky,Edward Hardwicke,Joan Plowright,Roy Dotrice,Larissa Laskin,Amy Wright,Dana Ivey,Lisa Andoh","Roland Joff챕,Nathaniel Hawthorne,Douglas Day Stewart,Dodi Fayed,Roland Joff챕,Tova Laiter,Andrew G. Vajna,John Barry,Alex Thomson,Thom Noble",10533
189,"Kurtis Blow,Sean Combs,Snoop Dogg,Dr. Dre,Warren G.,Method Man,The Notorious B.I.G.,Slick Rick",,56088
190,"Elizabeth Berkley,Kyle MacLachlan,Gina Gershon,Glenn Plummer,Robert Davi,Alan Rachins,Gina Ravera,Lin Tucci,Greg Travis,Al Ruscio,Patrick Bristow,William Shockley,Bobbie Phillips,Dewey Weber,Rena Riffel,Michelle Johnston,Lisa Boyle,Jack McGee,Caroline Key Johnson,Julie Pop,Jacob Witkin,Kristen Knittle,Carrie Ann Inaba","Mark Goldblatt,Mark Helfrich,Jost Vacano,Paul Verhoeven,Joe Eszterhas,Alan Marshall,David A. Stewart,Charles Evans,Rena Riffel",10802
191,"Harvey Keitel,William Hurt,Giancarlo Esposito,Jos챕 Z첬챰iga,Stephen Gevedon,Jared Harris,Harold Perrineau,Forest Whitaker,Stockard Channing,Ashley Judd,Victor Argo,Michelle Hurst,Erica Gimpel,Malik Yoba","Rachel Portman,Christopher Tellefsen,Adam Holender,Wayne Wang,Paul Auster,Paul Auster,Peter Newman,Hisami Kuroiwa,Maysie Hoy,Kenzo Horikoshi,Greg Johnson",10149
192,"Julia Roberts,Dennis Quaid,Robert Duvall,Gena Rowlands,Kyra Sedgwick,Brett Cullen,Haley Aull,Muse Watson,Anne Shropshire,Ginnie Randall,Terrence Currier,Rebecca Koon,Rhoda Griffis,Deborah Hobart,Lisa Roberts Gillan,Libby Whittemore","Goldie Hawn,Anthea Sylbert,Lasse Hallstr철m,Callie Khouri,Sven Nykvist",18402
193,"Natasha Henstridge,Ben Kingsley,Michael Madsen,Alfred Molina,Forest Whitaker,Michelle Williams,Marg Helgenberger,Jordan Lund,Herta Ware,William Utay,Don Fischer,Scott McKenna,Virginia Morris,Jayne Luke,David K. Schroeder,David Jensen,Esther Scott,Shirley Prestia,David Selburg,Melissa Bickerton,Lucy Rodriguez,Scott Sproule,Stogie Kenyatta,Gary Bullock,Susan Hauser,William Bumiller,Caroline Barclay,Matthew Ashford,Anthony Guidera,Sara Lise,Whip Hubley,Patricia Belcher,Richard Fancy,Leslie Ishii,Marliese Schneiderman,Robert Mendelson,Pamela Cook,Lisa Liberati,Ed Stone,Dendrie Taylor,Kurtis Burow,Dana Hee,Frank Welker,Justin Armao,Jellybean Ben챠tez,Greg Bronson,Jimmy Chunga,James Ent,Roman G체ttinger,Christopher Ivins,Zak Knutson,Coati Mundi,Jason Newell","Dennis Feldman,Frank Mancuso Jr.,David Streit,Christopher Young,Andrzej Bartkowiak,Conrad Buff IV,Roger Donaldson,Dennis Feldman,Amanda Mackey,Cathy Sandrich,Joe I. Tompkins,Kenny Myers,John Muto,Dan Webster,Jackie Carr,Margo Baxley,Mark Egerton,Nina Paskowitz,David Streit,Mark Egerton,Mark Jan Wlodarkiewicz,Jeff Jarvis,Patrick Phillips,Charles Croughwell,Andy Gill,John Cade,Ray Lykins,Pat Romano,John-Clay Scott,Nancy Young,Mike Weathers,Elizabeth Lang,Dennis McNeill,Clarinda Wong,Pete Anthony,Jellybean Ben챠tez,Robert Fernandez,Christopher Young,Lanier Edwards,Bob Edwards,Dan Perri,John Tyrrell,Mike Benson",9348
194,"Robert Duvall,Aidan Quinn,Frances Fisher,Brian Dennehy,Lexi Randall,Kaytlyn Knowles,Francesca Eastwood,Joe Stevens,Billy Bob Thornton,Victor Wong","James Keach,Philip Railsback",139408
195,"Ralph Fiennes,Angela Bassett,Tom Sizemore,Juliette Lewis,William Fichtner,Michael Wincott,Glenn Plummer,Brigitte Bako,Kelly Hu,Richard Edson,Josef Sommer,Joe Urla,Michael Jace","Howard A. Smith,Steven-Charles Jaffe,Graeme Revell,Matthew F. Leonetti,Richard Pagano,James Cameron,James Cameron,Kathryn Bigelow,Jay Cocks,Lilly Kilvert,John Warnke,Kara Lindstrom,Ellen Mirojnick,Sharon Bialy,Debi Manwiller,Melissa M. Thomas,Linda Grimes",281
196,"Catherine Deneuve,Nino Castelnuovo,Anne Vernon,Mireille Perrey,Marc Michel,Ellen Farner,Jean Champion,Pierre Caden,Jean-Pierre Dorat","Jacques Demy,Jean Rabier,Monique Teisseire,Bernard Evein,Jacqueline Moreau,Mag Bodard,Gilbert de Goldschmidt,Jacques Demy,Anne-Marie Cotret,Michel Legrand",5967
197,"Daryl Hannah,Keith Carradine,Moira Kelly,Vincent Spano,Julia Devin,Ray Reinhardt,Barbara Tarbuck,Ned Vaughn,Kerrie Cullen,Bob Minor,George Marshall Ruge,Thomas Rosales, Jr.,Marquis Nunley,Carmen Argenziano,Cynda Williams,Bruce A. Young,Laura Lee,Jenny Gago,Jack Johnson,Melanie MacQueen,Laurie Lathem,Willie Garson,Greg Collins,Dana Gladstone,Jesse Hays,Andrea Sandahi,Chris Ellis,Coleen Maloney,Shawn Rowe,Melissa Hays,Steven Rosenbaum,Suzanne Krull,Kevin Bourland,Taylor Allbright,Gene Lythgow,Lynn Wanlass,Kenny Alexander,Benjamin Mouton,Dana Walsh","Wesley Strick,Michael Auerbach,Graeme Revell,Bobby Bukowski,Susan Zachary,Katherine Orrison,John Morrissey,Patrick Markey,David Madden,Ted Field,Robert W. Cort,Jon Brown,Michael N. Knue,Marci Liroff,Marcia Hinds,Bo Johnson,Don Diers,Betsy Heimann,Patrick Markey,Karen Hughes,Patricia McCorkle,Geno Escarrega,Barbara Mesney,Rebecca C. Crespi,Shawne Rowe,Bruce Lawhead,Susan Ellis,Thomas Johnston",79593
198,"Patrick Swayze,Mary Elizabeth Mastrantonio,Joseph Mazzello,David Marshall Grant,Jay O. Sanders,John Diehl,Diane Venora,Brock Pierce,David Hart,Scott Patterson,Michael Laskin,Annabelle Gurwitch,Moira Harris,Neal McDonough,Bill Mumy,Colleen Camp,Garette Ratliff Henson,Michael Wong","Martha Coolidge,Clifford Green,Ellen Greene,Elizabeth Anderson,Phil Tippett",47939
199,"Leonardo DiCaprio,David Thewlis,Romane Bohringer,Dominique Blanc,Nita Klein,Felicie Pasotti Cabarbaye,James Thi챕rr챕e,Emmanuelle Oppo,Christopher Hampton,Denise Chalem,Andrzej Seweryn,Christopher Thompson,Bruce Van Barthold,Christopher Chaplin,Mathias Jung,Kettly Noel,Cheb Han","Agnieszka Holland,Christopher Hampton,Jan A.P. Kaczmarek,Giorgos Arvanitis,Jean-Pierre Ramsay-Levi,Isabelle Lorente,Dan Weil,Pierre-Yves Gayraud,Margot Capelier",36834
200,"Patrick Swayze,Wesley Snipes,John Leguizamo,Stockard Channing,Jason London,RuPaul,Robin Williams,Alice Drummond,Blythe Danner,Arliss Howard,Chris Penn,Melinda Dillon,Beth Grant,Michael Vartan,Naomi Campbell","Beeban Kidron,Douglas Carter Beane,G. Mac Brown,Rachel Portman,Steve Mason,Andrew Mondshein,Kerry Barden,Billy Hopkins,Suzanne Smith,Wynn Thomas,Robert Guerra,Ted Glass,Marlene Stewart,Erik Knight,Kevin P. Faherty,Mary Cybulski",9090
201,"Steven Seagal,Eric Bogosian,Everett McGill,Katherine Heigl,?棘??龜? 槻筠??戟逵?,Peter Greene,Patrick Kilpatrick,Scott Sowers,Afifi Alaouie,Andy Romano,Brenda Bakke,Sandra Taylor","Geoff Murphy,J. F. Lawton,Richard Hatem,Matt Reeves,Arnon Milchan,Steve Perry,Basil Poledouris,Robbie Greenberg,Michael Tronick,Louis DiGiaimo,Albert Brenner,Carol Winstead Wood,Kathe Klopp,Richard Bruno,Gandhi Bob Arrollo,Margaret E. Elliott,Mary L. Mastro,Jef Simons,Ken Wensevic,Shelley Woodhouse",3512
202,"Andie MacDowell,John Turturro,Michael Richards,Nathan Watt,Maury Chaykin","Richard LaGravenese,Diane Keaton",52856
203,"Sandra Bernhard,Isaac Mizrahi,Naomi Campbell,John Galliano,Kate Moss,Linda Evangelista,Cindy Crawford",Douglas Keeve,77350
204,"Keanu Reeves,Aitana S찼nchez-Gij처n,Anthony Quinn,Ang챕lica Arag처n,Evangelina Elizondo,Debra Messing,Giancarlo Giannini,Freddy Rodr챠guez","Alfonso Ar찼u,Robert Mark Kamen,Mark Miller,Harvey Weitzman,James D. Brubaker,Maurice Jarre,Don Zimmerman,Gil Netter,David Zucker,Jerry Zucker,Emmanuel Lubezki,John S. Lyons,Christine Sheaks,Judy L. Ruskin,Bill Johnson,David Gropman,Jake Crawford,Stephen Lytle,Piero Tellini,Cesare Zavattini,Paul Moen,James D. Brubaker,Syd Dutton,Bill Taylor,Daniel Maltese,Denise Pizzini,Mauricio de Aguinaco,John Dexter,Robert Fechtman,Tina Fortenberry,Rodrigo Garc챠a,Jos챕 Antonio Garc챠a,Jonathan Fuh,Wilma Garscadden-Gahret,Ingrid Urich-Sass,Gretchen van Zeebroeck,Garrison M. Singer,Julie Hewett,Mindy Hall,Beth Miller,Catherine Childers,Emily Ferry,John Zemansky,Don Hall,Sergio Reyes,Bill W. Benton,B. Tennyson Sebastian III,Chris Carpenter,Phillip Linson,Cindy Marty,Roxanne Jones McCarthy,Dan Carlin Sr.,John McLeod,Bruce Di Valerio,Lauren Beth Strogoff,Murray Close,Julie Adams,Bob Kaiser",9560
205,"Kevin Costner,Chaim Girafi,Rick Aviles,R. D. Call,Zitto Kazann,Jeanne Tripplehorn,Dennis Hopper,Jack Black,Zakes Mokae,Jack Kehler,Tina Majorino,Rita Zohar,Gerard Murphy,Michael Jeter,Kim Coates","Peter Rader,David Twohy,Kevin Costner,John Davis,Charles Gordon,Lawrence Gordon,Ilona Herzberg,Andrew Licht,Jeffrey A. Mueller,James Newton Howard,Dean Semler,Peter Boyle,Dennis Gassner,David Rubin,David F. Klassen,Nancy Haigh,John Bloomfield,Nick Scarano,Peggy Casey,Fred Arbegast,Don Cinderella,John Dexter,Gary Diamond,Natalie Richards,Marco Rubeo,Paul Sonski,Darrell L. Wight,Robert Greenfield,John Villarino,Liloa Wong,Richard King,Jay Wilkinson,Gregg Landaker,Martin Bresin,John Frazier,Michael Schorr,Robin Griffin,Kimberly Nelson LoCascio,Michael J. McAlister,Norman Howell,Chad Randall,R.A. Rondell,Ben Glass,Ian Fox,Melton Maxwell,Laura Baker,Brenna Charlebois,Anthony J. Lipin,Jay B. Richardson,Jim Weidman,David Fulton,Gene Levy,Lee Scott,Kevin Reynolds,Steve Burg,Stefan Dechant,John French,Richard Merryman,Louis Niemeyer,Bruce Byall,Kurt E. Soderling,Pete Romano,Chrisi Karvonides-Dushenko,Janis Clark,David LeRoy Anderson,Richard F. Anderson,David Aaron,Daniel Turk,Wendy Rogers,Alan Barnett,Chris Haynes,Chad Rivetti,Doreen A. Dixon,Kieran Woo,Michael Denering,David R. Ellis,Shannon Rawls,David M. Bernstein,Bill Meadows,Danny Rowe,Terry Ahue,Louis Dinson,Richie Gaona,Alan B. Curtiss,Ana Maria Quintana,Dale E. Grahn,Gladys Vega,Tony Hibbard,Ric Delgado,Scott Kidner,Rick A. Benedetto,Levon Besnelian,Jakki Fink,Krystyna Demkowicz,Ginger Peterson,Dina Farnell,John J. Smith,Stephen Traxler,Timothy P. Salmon,David Burk,Jeff Atmajian,Mark Ulano,Lou Angelo,Keith A. Wester,Doug Ikeler,Jason Dowdeswell,Ralph Kerr,Richard Bain,Karin Joy,Sandra McNeil,Bud S. Smith,Steve Kohler",9804
206,"John Travolta,Harry Belafonte,Kelly Lynch,Margaret Avery,Tom Bower","Desmond Nakano,Desmond Nakano",31611
207,"Jeff Bridges,Ellen Barkin,John Hurt,Diane Lane,Keith Carradine,David Arquette,Christina Applegate,Bruce Dern,James Gammon,Marjoe Gortner,James Remar","Walter Hill,Walter Hill",65796
208,"Albert Finney,Greta Scacchi,Matthew Modine,Julian Sands,Michael Gambon,Jim Sturgess,Ben Silverstone,Bruce Myers,Joe Beattie,Oliver Milburn,George Harris","Mike Figgis,Terence Rattigan,Ronald Harwood",49805
209,"Daniel Stern,Jon Polito,Brad Sullivan,Ann Dowd,Anthony Heald,Tom Wood,Blake Bashoff,Corey Carrier,Michael Galeota,Max Goldblatt","Greg Beeman,Danny Byers,John Jordan,Tommy Swerdlow,Michael Goldberg",26258
210,"Nikita Mikhalkov,Oleg Menshikov,Ingeborga Dapkunaite,Vyacheslav Tikhonov,Nadezhda Mikhalkova,Andr챕 Oumansky","Nikita Mikhalkov,Rustam Ibragimbekov,Nikita Mikhalkov,Jean-Louis Piel,Eduard Artemev,Vilen Kalyuta,Enzo Meniconi,Vladimir Aronin,Aleksandr Samulekin,Natalya Ivanova,Armand Barbault,Nicole Canne,Nikita Mikhalkov,Vladimir Sedov,Michel Seydoux,Leonid Vereshchagin,Larisa Avdyushko,Michael Ermogeni,Vladimir Krasinsky,Andr챕 Rigaut,Jean Umansky,Marina Nigmatulina,Thierry Lebon",50797
211,"Katrin Cartlidge,Rade Serbedzija,Gr챕goire Colin,Labina Mitevska,Phyllida Law,Silvija Stojanovska,Jay Villiers,Josif Josifovski,Kiril Ristoski,Petar Mir훾evski,Ilko Stefanovski,Katerina Kocevska,Abdurrahman Shala,Vladimir Jacev,Peter Needham,Rod Woodruff,Aleksandar Miki훶,Meto Jovanovski,Mladen Krstevski,D탑email Maksut,Milica Stojanova,Kiril Psaltirov,Blagoja Spirkovski-D탑umerko,Atila Klince,Gabrielle Hamilton,Daniel Newman","Darius Khondji,Cameron McCracken,Derek Holding,Manuel Teran,Simon Perry,Sharon Lomofsky,Fr챕d챕rique Dumas-Zajdela,Mike Downey,Nicolas Gaster,Nicolas Gaster,Peter Baldock,Paul Sarony,David Redman,Tori Parry,Cat Villiers,Caroline Harris,David Munns,Simon Hardy,Simon Hardy,Chris Thompson,Petar Bogoeski,Simon Scotland,Marc Baschet,Sue Yelland,Zoran Risteski,C챕domir Kolar,Zaklina Krstevska,Rod Woodruff,Vladimir Samoilovski,Alex Bailey,Joan Hills,Morag Ross,Laurie McDowell,Mil훾o Man훾evski,Mil훾o Man훾evski,Jack Stew,Parvan Parvanov,Graham Easton,Robert Jazadziski,Sheila Fraser Milne,Sam Taylor,Nikola Popovic,Vanja Aljinovic,Mary Soan,Piers Thompson,Nikola Lazarevski,Gico Stratiev,Marton Jankov-Tomica,Hugh Strain,John Fontana,Ren챕e Glynne,Biljana Mirkovic",19155
212,"Ethan Hawke,Julie Delpy,Andrea Eckert,Hanno P철schl,Karl Bruckschwaiger,Tex Rubinowitz,Erni Mangold,Dominik Castell,Haymon Maria Buttinger,Harold Waiglein,Bilge Jeschim,Kurti,Hans Weingartner,Liese Lyon,Peter Ily Huemer,Otto Reiter,Hubert Fabian Kulterer,Branko Andric,Constanze Schweiger,John Sloss,Alexandra Seibel,Georg Sch철llhammer,Christian Ankowitsch,Wilbirg Reiter,Barbara Klebel,Wolfgang Staribacher,Wolfgang Gl체xam","Richard Linklater,Lee Daniel,Fred Frith,Sandra Adair,Sheri Galloway,Anne Walker-McBay,Alycia Aumuller,Judy Henderson,Florian Reichmann,Florentina Welley,Richard Linklater,Kim Krizan",76
213,"Adam Sandler,Darren McGavin,Bridgette Wilson,Bradley Whitford,Josh Mostel,Norm Macdonald,Mark Beltzman,Larry Hankin,Theresa Merritt,Dina Platias,Hrant Alianak,Vincent Marino,Christopher Kelk,Marc Donato,Chris Farley,Steve Buscemi,Joyce Gordon","Tamra Davis,Tim Herlihy,Adam Sandler,Fitch Cady,Robert Simonds,Randy Edelman,Victor Hammer,John Gilroy,Jeffrey Wolf,Perry Andelin Blake,Marie-Sylvie Deveau,Enrico Campana,Gordon Barnes,Bruce Macaulay,Charlene Olson,Ralph Sall,Sally Boldt,John La Salandra,Grant Volkers,Sylvie Chesneau,Ross Fanger,Jack Giarraputo,Deirdre Bowen,Jaki Brown,Todd M. Thaler,Kimberly Harris,Allan Byer,John Edwards-Younger,John Joseph Thomas,Ted Hanlan",11017
214,"Alicia Silverstone,Jeremy London,J.T. Walsh,Nicky Katt,Lee Garlington,George Segal,Ryan Slater,Lois Chiles","Guy Ferland,Guy Ferland,Robert Coover",37141
215,"Whoopi Goldberg,Mary-Louise Parker,Drew Barrymore,Matthew McConaughey,James Remar,Billy Wirth","Herbert Ross,Don Roos,Patricia Karlan,Arnon Milchan,Steven Reuther,Don Roos,Herbert Ross,David Newman,Donald E. Thorin,Michael R. Miller",9382
